,age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1042,54,management,married,basic.6y,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
1043,44,services,married,high.school,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
1044,31,unemployed,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1045,50,admin.,married,university.degree,no,no,cellular,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes
1046,48,admin.,married,university.degree,yes,yes,cellular,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes
1047,26,self-employed,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no
1048,37,services,single,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1051,47,admin.,married,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1052,41,blue-collar,single,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
1053,32,blue-collar,single,basic.9y,yes,no,telephone,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1054,38,services,married,basic.9y,no,yes,telephone,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,no
1055,48,technician,married,professional.course,no,no,cellular,1,999,1,failure,-1.7,94.215,-40.3,0.8759999999999999,4991.6,no
1056,46,blue-collar,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1057,48,self-employed,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1059,38,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1060,55,retired,married,basic.4y,no,yes,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1061,27,admin.,married,high.school,yes,yes,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1062,28,services,married,high.school,yes,no,cellular,3,999,2,failure,-1.1,94.76700000000001,-50.8,1.048,4963.6,no
1063,29,blue-collar,single,basic.9y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1064,47,services,divorced,basic.4y,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1065,34,student,single,basic.4y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1066,51,services,divorced,high.school,no,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
1067,40,admin.,divorced,university.degree,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
1068,38,admin.,married,high.school,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1069,42,blue-collar,married,basic.4y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1070,30,unemployed,single,university.degree,yes,yes,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1071,36,services,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1072,33,admin.,single,high.school,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
1073,47,management,married,university.degree,no,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1074,33,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
1075,30,services,single,basic.9y,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1076,54,admin.,married,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1077,47,admin.,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1078,32,technician,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1079,32,blue-collar,married,basic.9y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
1080,38,self-employed,married,basic.9y,yes,no,telephone,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
1081,38,technician,single,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1083,53,blue-collar,married,high.school,yes,no,cellular,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1084,26,unemployed,single,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1086,38,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,no
1087,41,services,married,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
1088,39,self-employed,divorced,high.school,no,no,cellular,1,3,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,yes
1089,48,admin.,divorced,high.school,no,no,telephone,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1090,32,blue-collar,married,basic.6y,yes,no,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1091,35,blue-collar,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1092,51,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
1093,35,admin.,single,university.degree,yes,no,cellular,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1094,60,blue-collar,married,basic.4y,yes,no,cellular,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1095,28,admin.,single,university.degree,no,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1096,52,management,married,high.school,yes,yes,cellular,1,10,4,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
1097,35,blue-collar,married,basic.9y,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1098,27,admin.,single,university.degree,no,no,cellular,1,3,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1099,34,technician,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1100,36,blue-collar,married,basic.4y,no,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1101,28,blue-collar,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1102,32,admin.,married,university.degree,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1103,49,blue-collar,divorced,basic.6y,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
1104,55,admin.,married,basic.9y,yes,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1105,50,technician,married,high.school,yes,no,cellular,1,999,1,failure,-3.0,92.713,-33.0,0.7170000000000001,5023.5,yes
1106,37,admin.,single,university.degree,no,no,cellular,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
1109,32,entrepreneur,married,university.degree,no,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1110,35,retired,single,basic.9y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1111,35,technician,single,professional.course,yes,no,cellular,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
1112,26,admin.,single,high.school,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1113,47,blue-collar,married,professional.course,yes,no,cellular,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
1114,29,blue-collar,single,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
1115,37,entrepreneur,single,basic.9y,yes,no,cellular,1,2,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1116,32,technician,single,high.school,no,no,telephone,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1117,46,services,married,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1118,36,services,married,high.school,no,yes,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1119,35,admin.,married,university.degree,no,no,cellular,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
1120,31,self-employed,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1121,29,admin.,single,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
1122,46,housemaid,married,basic.4y,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1123,85,housemaid,divorced,basic.4y,yes,no,telephone,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
1124,29,technician,single,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1125,31,management,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1126,34,blue-collar,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
1127,29,technician,single,professional.course,yes,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
1128,46,admin.,single,university.degree,yes,yes,cellular,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1129,29,blue-collar,divorced,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
1130,54,blue-collar,single,basic.4y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1131,26,management,single,university.degree,yes,no,cellular,5,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,no
1132,27,admin.,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1133,57,management,married,basic.4y,yes,no,cellular,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
1134,32,technician,single,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1135,35,services,married,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1137,59,retired,married,basic.9y,no,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1138,29,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
1139,37,admin.,married,high.school,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1140,40,admin.,married,high.school,no,no,telephone,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1141,55,admin.,married,professional.course,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1142,33,housemaid,single,university.degree,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
1143,36,admin.,single,high.school,no,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1144,59,admin.,married,high.school,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
1145,34,blue-collar,single,basic.9y,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1146,30,self-employed,married,professional.course,no,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
1147,29,admin.,married,high.school,no,no,cellular,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
1148,34,blue-collar,single,basic.9y,no,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1149,47,blue-collar,single,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1150,41,entrepreneur,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
1151,30,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
1152,33,admin.,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1155,59,retired,married,basic.4y,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1156,29,services,married,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1157,36,admin.,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1159,55,technician,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1160,39,entrepreneur,married,professional.course,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1161,48,services,married,basic.6y,no,no,cellular,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1162,56,admin.,married,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1164,50,self-employed,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1165,42,blue-collar,married,basic.6y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1166,43,unemployed,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1167,32,admin.,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1168,28,blue-collar,single,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
1169,26,blue-collar,married,professional.course,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1170,24,admin.,single,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
1172,30,services,married,high.school,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1173,29,blue-collar,single,basic.4y,yes,no,cellular,9,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
1174,56,management,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1175,36,blue-collar,single,basic.9y,yes,yes,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
1176,33,admin.,married,high.school,yes,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1178,50,housemaid,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1179,41,services,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1182,38,admin.,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1183,34,management,single,high.school,yes,yes,cellular,2,6,1,success,-0.1,93.2,-42.0,4.12,5195.8,no
1184,34,blue-collar,married,basic.9y,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
1186,31,self-employed,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
1187,43,technician,married,professional.course,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1188,59,unemployed,married,basic.4y,yes,no,cellular,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
1190,56,unemployed,married,professional.course,no,no,cellular,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.762,5017.5,no
1191,32,entrepreneur,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1192,36,blue-collar,married,basic.9y,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
1193,42,blue-collar,married,basic.9y,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1194,29,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1195,33,services,married,high.school,no,no,cellular,6,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1197,31,entrepreneur,divorced,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1198,34,management,married,high.school,yes,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1199,33,blue-collar,married,basic.4y,yes,no,telephone,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1200,23,housemaid,single,basic.4y,no,yes,cellular,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1201,26,services,single,high.school,yes,yes,telephone,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1202,55,management,married,university.degree,no,no,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1203,47,services,divorced,basic.4y,yes,no,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1204,36,blue-collar,married,professional.course,yes,no,telephone,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1205,33,blue-collar,married,basic.6y,yes,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1206,60,retired,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1207,49,entrepreneur,married,university.degree,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
1209,47,admin.,divorced,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1210,30,blue-collar,single,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1211,27,blue-collar,single,basic.9y,no,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
1212,36,admin.,single,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1213,46,services,divorced,high.school,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1214,30,entrepreneur,divorced,basic.6y,no,yes,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
1215,88,retired,divorced,basic.4y,yes,yes,cellular,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,no
1216,45,services,divorced,high.school,no,no,telephone,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1217,30,admin.,married,university.degree,yes,yes,cellular,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
1218,43,technician,single,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1219,48,retired,married,basic.4y,yes,yes,telephone,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1220,56,unemployed,divorced,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1221,42,technician,single,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1222,30,technician,single,university.degree,yes,yes,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1223,56,housemaid,divorced,basic.4y,yes,no,telephone,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1225,39,services,single,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1226,49,unemployed,married,high.school,yes,no,telephone,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
1227,30,admin.,married,university.degree,yes,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
1228,39,admin.,married,university.degree,no,no,telephone,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1229,32,technician,single,university.degree,yes,no,telephone,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1230,59,admin.,divorced,high.school,no,yes,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
1232,49,technician,married,professional.course,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1234,39,technician,married,high.school,yes,no,cellular,4,3,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
1236,51,services,married,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1237,31,blue-collar,married,basic.4y,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1238,59,technician,divorced,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1239,46,admin.,divorced,university.degree,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1240,36,blue-collar,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
